day,site_id,minigrid_name,undervoltage_duration
2023-01-06,ngangi 3,virunga,1.75
2023-01-07,cclk,nuru,0.0
2023-01-07,ch cbca bethesda ndosho,virunga,14.3333
2023-01-07,ch matanda,enk,0.0
2023-01-07,csr bakhita,nuru,0.0
2023-01-07,csr kiziba,nuru,0.0
2023-01-07,heal africa,snel,0.0
2023-01-07,hgr beni,enk,0.0
2023-01-07,hgr katwa,enk,4.1667
2023-01-07,hgr kitatumba,enk,13.9167
2023-01-07,hgr lubero,virunga,0.0
2023-01-07,hgr panzi,snel,0.0
2023-01-07,hopital provincial,snel,0.0
2023-01-07,ngangi 3,virunga,1.25
2023-01-08,cclk,nuru,0.0
2023-01-08,ch cbca bethesda ndosho,virunga,2.1667
2023-01-08,ch matanda,enk,0.0
2023-01-08,csr bakhita,nuru,0.0
2023-01-08,csr kiziba,nuru,0.0
2023-01-08,heal africa,snel,0.0
2023-01-08,hgr beni,enk,0.0
2023-01-08,hgr katwa,enk,0.0
2023-01-08,hgr kitatumba,enk,13.4167
2023-01-08,hgr lubero,virunga,0.0
2023-01-08,hgr panzi,snel,0.0
2023-01-08,hopital provincial,snel,0.0
2023-01-09,cclk,nuru,0.1667
2023-01-09,ch cbca bethesda ndosho,virunga,12.8333
2023-01-09,ch matanda,enk,0.0
2023-01-09,csr bakhita,nuru,0.0
2023-01-09,csr kiziba,nuru,0.0
2023-01-09,heal africa,snel,0.0
2023-01-09,hgr beni,enk,0.0
2023-01-09,hgr katwa,enk,0.6667
2023-01-09,hgr kitatumba,enk,11.3333
2023-01-09,hgr lubero,virunga,0.0
2023-01-09,hgr panzi,snel,0.0
2023-01-09,hopital provincial,snel,0.0
2023-01-09,ngangi 3,virunga,0.0
2023-01-10,cclk,nuru,0.3333
2023-01-10,ch cbca bethesda ndosho,virunga,11.25
2023-01-10,ch matanda,enk,0.0
2023-01-10,csr bakhita,nuru,0.0
2023-01-10,csr kiziba,nuru,0.0
2023-01-10,heal africa,snel,0.0
2023-01-10,hgr beni,enk,0.0
2023-01-10,hgr katwa,enk,1.1667
2023-01-10,hgr kitatumba,enk,13.4167
2023-01-10,hgr lubero,virunga,0.0
2023-01-10,hgr panzi,snel,0.0
2023-01-10,hopital provincial,snel,0.0
2023-01-11,cclk,nuru,0.0
2023-01-11,ch cbca bethesda ndosho,virunga,14.0833
2023-01-11,ch matanda,enk,0.0
2023-01-11,csr bakhita,nuru,0.0
2023-01-11,csr kiziba,nuru,0.0
2023-01-11,heal africa,snel,0.0
2023-01-11,hgr beni,enk,0.0
2023-01-11,hgr katwa,enk,2.3333
2023-01-11,hgr kitatumba,enk,10.8333
2023-01-11,hgr lubero,virunga,0.0
2023-01-11,hgr panzi,snel,0.0
2023-01-11,hopital provincial,snel,0.0
2023-01-11,ngangi 3,virunga,0.0
2023-01-12,cclk,nuru,0.8333
2023-01-12,ch cbca bethesda ndosho,virunga,6.6667
2023-01-12,ch matanda,enk,0.0
2023-01-12,cs murara,snel,0.1667
2023-01-12,csr bakhita,nuru,0.0
2023-01-12,csr kiziba,nuru,0.0
2023-01-12,heal africa,snel,0.0
2023-01-12,hgr beni,enk,0.0
2023-01-12,hgr katwa,enk,1.25
2023-01-12,hgr kitatumba,enk,13.5833
2023-01-12,hgr lubero,virunga,0.0
2023-01-12,hgr panzi,snel,0.0
2023-01-12,hopital provincial,snel,0.0
2023-01-12,ngangi 3,virunga,0.0
2023-01-13,cclk,nuru,0.0
2023-01-13,ch cbca bethesda ndosho,virunga,13.0833
2023-01-13,ch matanda,enk,3.6667
2023-01-13,cs murara,snel,0.0
2023-01-13,csr bakhita,nuru,0.0
2023-01-13,csr kiziba,nuru,0.0
2023-01-13,heal africa,snel,0.0
2023-01-13,hgr beni,enk,0.0
2023-01-13,hgr katwa,enk,1.8333
2023-01-13,hgr kitatumba,enk,12.0833
2023-01-13,hgr lubero,virunga,0.0
2023-01-13,hgr panzi,snel,0.0
2023-01-13,hopital provincial,snel,0.0
2023-01-13,ngangi 3,virunga,0.0
2023-01-14,cclk,nuru,0.0
2023-01-14,ch cbca bethesda ndosho,virunga,9.25
2023-01-14,ch matanda,enk,0.0
2023-01-14,cs murara,snel,0.5
2023-01-14,csr bakhita,nuru,0.0
2023-01-14,csr kiziba,nuru,0.0
2023-01-14,heal africa,snel,0.0
2023-01-14,hgr beni,enk,0.0
2023-01-14,hgr katwa,enk,4.0833
2023-01-14,hgr kitatumba,enk,12.0833
2023-01-14,hgr lubero,virunga,0.0
2023-01-14,hgr panzi,snel,0.0
2023-01-14,hopital provincial,snel,0.0
2023-01-14,ngangi 3,virunga,0.5833
2023-01-15,cclk,nuru,0.0
2023-01-15,ch cbca bethesda ndosho,virunga,5.5
2023-01-15,ch matanda,enk,0.0
2023-01-15,cs murara,snel,0.0
2023-01-15,csr bakhita,nuru,0.0
2023-01-15,csr kiziba,nuru,0.0
2023-01-15,heal africa,snel,0.0
2023-01-15,hgr beni,enk,0.0
2023-01-15,hgr katwa,enk,0.9167
2023-01-15,hgr kitatumba,enk,11.5833
2023-01-15,hgr lubero,virunga,0.0
2023-01-15,hgr panzi,snel,0.0
2023-01-15,hopital provincial,snel,0.0
2023-01-15,ngangi 3,virunga,0.0
2023-01-16,cclk,nuru,0.0
2023-01-16,ch cbca bethesda ndosho,virunga,13.0833
2023-01-16,ch matanda,enk,0.0
2023-01-16,cs murara,snel,0.0
2023-01-16,csr bakhita,nuru,0.0
2023-01-16,csr kiziba,nuru,0.0
2023-01-16,heal africa,snel,0.0
2023-01-16,hgr beni,enk,0.0
2023-01-16,hgr katwa,enk,2.0
2023-01-16,hgr kitatumba,enk,11.4167
2023-01-16,hgr lubero,virunga,0.0
2023-01-16,hgr panzi,snel,0.0
2023-01-16,hopital provincial,snel,0.0
2023-01-16,ngangi 3,virunga,0.0
2023-01-17,cclk,nuru,0.0
2023-01-17,ch cbca bethesda ndosho,virunga,12.5
2023-01-17,ch matanda,enk,0.0
2023-01-17,cs murara,snel,0.0
2023-01-17,csr bakhita,nuru,0.0
2023-01-17,csr kiziba,nuru,0.0
2023-01-17,heal africa,snel,0.0
2023-01-17,hgr beni,enk,0.0
2023-01-17,hgr katwa,enk,2.5
2023-01-17,hgr kitatumba,enk,12.1667
2023-01-17,hgr lubero,virunga,0.0
2023-01-17,hgr panzi,snel,0.0
2023-01-17,hopital provincial,snel,0.0
2023-01-17,ngangi 3,virunga,0.0
2023-01-18,cclk,nuru,0.0
2023-01-18,ch cbca bethesda ndosho,virunga,12.9167
2023-01-18,ch matanda,enk,0.0
2023-01-18,cs murara,snel,0.0
2023-01-18,csr bakhita,nuru,0.0
2023-01-18,csr kiziba,nuru,0.0
2023-01-18,heal africa,snel,0.0
2023-01-18,hgr beni,enk,0.0
2023-01-18,hgr katwa,enk,2.25
2023-01-18,hgr kitatumba,enk,12.5
2023-01-18,hgr lubero,virunga,0.0
2023-01-18,hgr panzi,snel,0.0
2023-01-18,hopital provincial,snel,0.0
2023-01-18,ngangi 3,virunga,0.0
2023-01-19,cclk,nuru,0.0
2023-01-19,ch cbca bethesda ndosho,virunga,12.4167
2023-01-19,ch matanda,enk,0.0
2023-01-19,cs murara,snel,0.0
2023-01-19,csr bakhita,nuru,0.0
2023-01-19,csr kiziba,nuru,0.0
2023-01-19,heal africa,snel,0.0
2023-01-19,hgr beni,enk,0.0
2023-01-19,hgr katwa,enk,6.4167
2023-01-19,hgr kitatumba,enk,13.75
2023-01-19,hgr lubero,virunga,0.0
2023-01-19,hgr panzi,snel,0.0
2023-01-19,hopital provincial,snel,0.0
2023-01-19,ngangi 3,virunga,0.0
2023-01-20,cclk,nuru,0.0
2023-01-20,ch cbca bethesda ndosho,virunga,11.1667
2023-01-20,ch matanda,enk,0.0
2023-01-20,cs murara,snel,0.1667
2023-01-20,csr bakhita,nuru,0.0
2023-01-20,csr kiziba,nuru,0.0
2023-01-20,heal africa,snel,0.0
2023-01-20,hgr beni,enk,0.0
2023-01-20,hgr katwa,enk,0.9167
2023-01-20,hgr kitatumba,enk,14.6667
2023-01-20,hgr lubero,virunga,0.0
2023-01-20,hgr panzi,snel,0.0
2023-01-20,hopital provincial,snel,0.0
2023-01-20,ngangi 3,virunga,0.9167
2023-01-21,cclk,nuru,0.0
2023-01-21,ch cbca bethesda ndosho,virunga,12.0
2023-01-21,ch matanda,enk,0.0
2023-01-21,csr bakhita,nuru,0.0
2023-01-21,csr kiziba,nuru,0.0
2023-01-21,heal africa,snel,0.1667
2023-01-21,hgr beni,enk,0.0
2023-01-21,hgr katwa,enk,1.5833
2023-01-21,hgr kitatumba,enk,14.4167
2023-01-21,hgr lubero,virunga,0.0
2023-01-21,hgr panzi,snel,0.0
2023-01-21,hopital provincial,snel,0.0
2023-01-21,ngangi 3,virunga,0.9167
2023-01-22,cclk,nuru,0.0
2023-01-22,ch cbca bethesda ndosho,virunga,11.6667
2023-01-22,ch matanda,enk,0.0
2023-01-22,csr bakhita,nuru,0.0
2023-01-22,csr kiziba,nuru,0.0
2023-01-22,heal africa,snel,0.0
2023-01-22,hgr beni,enk,0.0
2023-01-22,hgr katwa,enk,0.25
2023-01-22,hgr kitatumba,enk,10.5
2023-01-22,hgr lubero,virunga,0.0
2023-01-22,hgr panzi,snel,0.0
2023-01-22,hopital provincial,snel,0.0
2023-01-22,ngangi 3,virunga,0.0
2023-01-23,cclk,nuru,0.1667
2023-01-23,ch cbca bethesda ndosho,virunga,8.3333
2023-01-23,ch matanda,enk,0.0
2023-01-23,csr bakhita,nuru,0.0
2023-01-23,csr kiziba,nuru,0.0
2023-01-23,heal africa,snel,0.0
2023-01-23,hgr beni,enk,0.0
2023-01-23,hgr katwa,enk,2.0
2023-01-23,hgr kitatumba,enk,13.0
2023-01-23,hgr lubero,virunga,0.0
2023-01-23,hgr panzi,snel,0.0
2023-01-23,hopital provincial,snel,0.0
2023-01-23,ngangi 3,virunga,0.0833
2023-01-24,cclk,nuru,0.0
2023-01-24,ch cbca bethesda ndosho,virunga,12.25
2023-01-24,ch matanda,enk,0.0
2023-01-24,csr bakhita,nuru,0.0
2023-01-24,csr kiziba,nuru,0.0
2023-01-24,heal africa,snel,0.0
2023-01-24,hgr beni,enk,0.0
2023-01-24,hgr katwa,enk,5.5
2023-01-24,hgr kitatumba,enk,8.5833
2023-01-24,hgr lubero,virunga,0.0
2023-01-24,hgr panzi,snel,0.0
2023-01-24,hopital provincial,snel,0.0
2023-01-24,ngangi 3,virunga,0.0
2023-01-25,cclk,nuru,0.0
2023-01-25,ch cbca bethesda ndosho,virunga,10.3333
2023-01-25,ch matanda,enk,0.0
2023-01-25,csr bakhita,nuru,0.0
2023-01-25,csr kiziba,nuru,0.0833
2023-01-25,heal africa,snel,0.0
2023-01-25,hgr beni,enk,0.0
2023-01-25,hgr katwa,enk,1.5833
2023-01-25,hgr kitatumba,enk,12.0
2023-01-25,hgr lubero,virunga,0.0
2023-01-25,hgr panzi,snel,0.0
2023-01-25,hopital provincial,snel,0.0
2023-01-25,ngangi 3,virunga,0.0
2023-01-26,cclk,nuru,0.0
2023-01-26,ch cbca bethesda ndosho,virunga,12.4167
2023-01-26,ch matanda,enk,0.0
2023-01-26,csr bakhita,nuru,0.1667
2023-01-26,csr kiziba,nuru,0.0
2023-01-26,heal africa,snel,0.0
2023-01-26,hgr beni,enk,0.0
2023-01-26,hgr katwa,enk,0.3333
2023-01-26,hgr kitatumba,enk,14.0833
2023-01-26,hgr lubero,virunga,0.0
2023-01-26,hgr panzi,snel,0.0
2023-01-26,hopital provincial,snel,0.0
2023-01-26,ngangi 3,virunga,0.0833
2023-01-27,cclk,nuru,0.0
2023-01-27,ch cbca bethesda ndosho,virunga,12.3333
2023-01-27,ch matanda,enk,0.0
2023-01-27,csr bakhita,nuru,0.0
2023-01-27,csr kiziba,nuru,0.0
2023-01-27,heal africa,snel,0.0
2023-01-27,hgr beni,enk,0.0
2023-01-27,hgr katwa,enk,1.5
2023-01-27,hgr kitatumba,enk,11.0833
2023-01-27,hgr lubero,virunga,0.0
2023-01-27,hgr panzi,snel,0.0
2023-01-27,hopital provincial,snel,0.0
2023-01-27,ngangi 3,virunga,0.5
2023-01-28,cclk,nuru,0.0
2023-01-28,ch cbca bethesda ndosho,virunga,9.5
2023-01-28,ch matanda,enk,0.0
2023-01-28,cs murara,snel,0.0
2023-01-28,csr bakhita,nuru,0.0
2023-01-28,csr kiziba,nuru,0.0
2023-01-28,heal africa,snel,0.0
2023-01-28,hgr beni,enk,0.0
2023-01-28,hgr katwa,enk,3.5
2023-01-28,hgr kitatumba,enk,11.1667
2023-01-28,hgr lubero,virunga,0.0
2023-01-28,hgr panzi,snel,0.0
2023-01-28,hopital provincial,snel,0.0
2023-01-28,ngangi 3,virunga,0.8333
2023-01-29,cclk,nuru,0.0
2023-01-29,ch cbca bethesda ndosho,virunga,10.75
2023-01-29,ch matanda,enk,0.0
2023-01-29,csr bakhita,nuru,0.0
2023-01-29,csr kiziba,nuru,0.0
2023-01-29,heal africa,snel,0.0
2023-01-29,hgr beni,enk,0.0
2023-01-29,hgr katwa,enk,0.5833
2023-01-29,hgr kitatumba,enk,6.1667
2023-01-29,hgr lubero,virunga,0.0
2023-01-29,hgr panzi,snel,0.0
2023-01-29,hopital provincial,snel,0.0
2023-01-29,ngangi 3,virunga,0.0
2023-01-30,cclk,nuru,1.5
2023-01-30,ch cbca bethesda ndosho,virunga,12.25
2023-01-30,ch matanda,enk,0.0
2023-01-30,csr bakhita,nuru,0.0
2023-01-30,csr kiziba,nuru,0.0
2023-01-30,heal africa,snel,0.0
2023-01-30,hgr beni,enk,0.0
2023-01-30,hgr katwa,enk,5.0833
2023-01-30,hgr kitatumba,enk,12.1667
2023-01-30,hgr lubero,virunga,0.0
2023-01-30,hgr panzi,snel,0.0
2023-01-30,hopital provincial,snel,0.0
2023-01-30,ngangi 3,virunga,0.25
2023-01-31,cclk,nuru,0.6667
2023-01-31,ch cbca bethesda ndosho,virunga,11.0833
2023-01-31,ch matanda,enk,0.0
2023-01-31,cs murara,snel,3.0
2023-01-31,csr bakhita,nuru,0.0
2023-01-31,csr kiziba,nuru,0.0
2023-01-31,heal africa,snel,0.0
2023-01-31,hgr beni,enk,0.0
2023-01-31,hgr katwa,enk,3.9167
2023-01-31,hgr kitatumba,enk,11.0
2023-01-31,hgr lubero,virunga,0.0
2023-01-31,hgr panzi,snel,0.0
2023-01-31,hopital provincial,snel,0.0
2023-01-31,ngangi 3,virunga,0.3333
2023-02-01,cclk,nuru,1.8333
2023-02-01,ch cbca bethesda ndosho,virunga,12.75
2023-02-01,ch matanda,enk,0.0
2023-02-01,cs murara,snel,0.1667
2023-02-01,csr bakhita,nuru,0.0
2023-02-01,heal africa,snel,0.0
2023-02-01,hgr beni,enk,0.0
2023-02-01,hgr katwa,enk,2.6667
2023-02-01,hgr kitatumba,enk,10.0
2023-02-01,hgr lubero,virunga,0.0
2023-02-01,hgr panzi,snel,0.0
2023-02-01,hopital provincial,snel,0.0
2023-02-01,ngangi 3,virunga,2.25
2023-02-02,cclk,nuru,0.0
2023-02-02,ch cbca bethesda ndosho,virunga,13.9167
2023-02-02,ch matanda,enk,0.0
2023-02-02,cs murara,snel,0.5
2023-02-02,csr bakhita,nuru,0.0
2023-02-02,csr kiziba,nuru,0.0
2023-02-02,heal africa,snel,0.0
2023-02-02,hgr beni,enk,0.0
2023-02-02,hgr katwa,enk,4.9167
2023-02-02,hgr kitatumba,enk,4.6667
2023-02-02,hgr lubero,virunga,0.0833
2023-02-02,hgr panzi,snel,0.0
2023-02-02,hopital provincial,snel,0.0
2023-02-02,ngangi 3,virunga,0.8333
2023-02-03,cclk,nuru,0.0
2023-02-03,ch cbca bethesda ndosho,virunga,10.75
2023-02-03,ch matanda,enk,0.0
2023-02-03,cs murara,snel,1.5
2023-02-03,csr bakhita,nuru,0.0
2023-02-03,csr kiziba,nuru,0.0
2023-02-03,heal africa,snel,0.0
2023-02-03,hgr beni,enk,0.0
2023-02-03,hgr katwa,enk,4.5833
2023-02-03,hgr kitatumba,enk,11.4167
2023-02-03,hgr lubero,virunga,0.0
2023-02-03,hgr panzi,snel,0.0
2023-02-03,hopital provincial,snel,0.0
2023-02-03,ngangi 3,virunga,0.9167
2023-02-04,cclk,nuru,0.1667
2023-02-04,ch cbca bethesda ndosho,virunga,12.75
2023-02-04,ch matanda,enk,0.0
2023-02-04,cs murara,snel,2.0
2023-02-04,csr bakhita,nuru,0.0
2023-02-04,heal africa,snel,0.0
2023-02-04,hgr beni,enk,0.0
2023-02-04,hgr katwa,enk,4.0
2023-02-04,hgr kitatumba,enk,10.4167
2023-02-04,hgr lubero,virunga,0.0
2023-02-04,hgr panzi,snel,0.0
2023-02-04,hopital provincial,snel,0.0
2023-02-04,ngangi 3,virunga,0.9167
2023-02-05,cclk,nuru,0.1667
2023-02-05,ch cbca bethesda ndosho,virunga,11.4167
2023-02-05,ch matanda,enk,0.0
2023-02-05,cs murara,snel,0.1667
2023-02-05,csr bakhita,nuru,0.0
2023-02-05,heal africa,snel,0.0
2023-02-05,hgr beni,enk,0.0
2023-02-05,hgr katwa,enk,4.1667
2023-02-05,hgr kitatumba,enk,7.0833
2023-02-05,hgr lubero,virunga,0.0
2023-02-05,hgr panzi,snel,0.0
2023-02-05,hopital provincial,snel,0.0
2023-02-05,ngangi 3,virunga,0.5
2023-02-06,cclk,nuru,1.25
2023-02-06,ch cbca bethesda ndosho,virunga,7.6667
2023-02-06,ch matanda,enk,0.0
2023-02-06,cs murara,snel,0.0
2023-02-06,csr bakhita,nuru,0.0
2023-02-06,csr kiziba,nuru,0.0
2023-02-06,heal africa,snel,0.0
2023-02-06,hgr beni,enk,0.0
2023-02-06,hgr katwa,enk,5.6667
2023-02-06,hgr kitatumba,enk,15.75
2023-02-06,hgr lubero,virunga,0.0
2023-02-06,hgr panzi,snel,0.0
2023-02-06,hopital provincial,snel,0.0
2023-02-06,ngangi 3,virunga,0.0
2023-02-07,cclk,nuru,0.0
2023-02-07,ch cbca bethesda ndosho,virunga,5.8333
2023-02-07,ch matanda,enk,0.0
2023-02-07,cs murara,snel,0.0
2023-02-07,csr bakhita,nuru,0.0
2023-02-07,csr kiziba,nuru,0.0
2023-02-07,heal africa,snel,0.0
2023-02-07,hgr beni,enk,0.0
2023-02-07,hgr katwa,enk,2.4167
2023-02-07,hgr kitatumba,enk,9.1667
2023-02-07,hgr lubero,virunga,0.0
2023-02-07,hgr panzi,snel,0.0
2023-02-07,hopital provincial,snel,0.0
2023-02-07,ngangi 3,virunga,0.0
2023-02-08,cclk,nuru,0.0
2023-02-08,ch cbca bethesda ndosho,virunga,11.5
2023-02-08,ch matanda,enk,0.0
2023-02-08,cs murara,snel,0.0
2023-02-08,csr bakhita,nuru,0.0
2023-02-08,csr kiziba,nuru,0.0
2023-02-08,heal africa,snel,0.4167
2023-02-08,hgr beni,enk,0.0
2023-02-08,hgr katwa,enk,0.5833
2023-02-08,hgr kitatumba,enk,15.0
2023-02-08,hgr lubero,virunga,0.0
2023-02-08,hgr panzi,snel,0.0
2023-02-08,hopital provincial,snel,0.0
2023-02-08,ngangi 3,virunga,0.0833
2023-02-09,cclk,nuru,0.9167
2023-02-09,ch cbca bethesda ndosho,virunga,13.3333
2023-02-09,ch matanda,enk,0.0
2023-02-09,cs murara,snel,0.0
2023-02-09,csr bakhita,nuru,0.0
2023-02-09,csr kiziba,nuru,0.0
2023-02-09,heal africa,snel,0.0
2023-02-09,hgr beni,enk,0.0
2023-02-09,hgr katwa,enk,2.6667
2023-02-09,hgr kitatumba,enk,12.3333
2023-02-09,hgr lubero,virunga,0.0
2023-02-09,hgr panzi,snel,0.0
2023-02-09,hopital provincial,snel,0.0
2023-02-09,ngangi 3,virunga,0.1667
2023-02-10,cclk,nuru,0.1667
2023-02-10,ch cbca bethesda ndosho,virunga,8.8333
2023-02-10,ch matanda,enk,0.0
2023-02-10,cs murara,snel,1.75
2023-02-10,csr bakhita,nuru,0.0
2023-02-10,csr kiziba,nuru,0.0
2023-02-10,heal africa,snel,0.0
2023-02-10,hgr beni,enk,0.0
2023-02-10,hgr katwa,enk,4.75
2023-02-10,hgr kitatumba,enk,14.75
2023-02-10,hgr lubero,virunga,0.0
2023-02-10,hgr panzi,snel,0.0
2023-02-10,hopital provincial,snel,0.0
2023-02-10,ngangi 3,virunga,0.5833
2023-02-11,cclk,nuru,0.0
2023-02-11,ch cbca bethesda ndosho,virunga,14.1667
2023-02-11,ch matanda,enk,0.0
2023-02-11,cs murara,snel,0.0
2023-02-11,csr bakhita,nuru,0.0
2023-02-11,csr kiziba,nuru,0.0
2023-02-11,heal africa,snel,0.0
2023-02-11,hgr beni,enk,0.0
2023-02-11,hgr katwa,enk,0.8333
2023-02-11,hgr kitatumba,enk,13.0
2023-02-11,hgr lubero,virunga,0.0
2023-02-11,hgr panzi,snel,0.0
2023-02-11,hopital provincial,snel,0.0
2023-02-11,ngangi 3,virunga,0.0
2023-02-12,cclk,nuru,0.6667
2023-02-12,ch cbca bethesda ndosho,virunga,7.1667
2023-02-12,ch matanda,enk,0.0
2023-02-12,cs murara,snel,0.0
2023-02-12,csr bakhita,nuru,0.0
2023-02-12,csr kiziba,nuru,0.0
2023-02-12,heal africa,snel,0.0
2023-02-12,hgr beni,enk,0.0
2023-02-12,hgr katwa,enk,0.4167
2023-02-12,hgr kitatumba,enk,6.4167
2023-02-12,hgr lubero,virunga,0.0
2023-02-12,hgr panzi,snel,0.0
2023-02-12,hopital provincial,snel,0.0
2023-02-13,cclk,nuru,0.1667
2023-02-13,ch cbca bethesda ndosho,virunga,6.8333
2023-02-13,ch matanda,enk,0.0
2023-02-13,cs murara,snel,0.0833
2023-02-13,csr bakhita,nuru,0.0
2023-02-13,csr kiziba,nuru,0.0
2023-02-13,heal africa,snel,0.1667
2023-02-13,hgr beni,enk,0.0
2023-02-13,hgr katwa,enk,1.3333
2023-02-13,hgr kitatumba,enk,0.1667
2023-02-13,hgr lubero,virunga,0.0
2023-02-13,hgr panzi,snel,0.0
2023-02-13,hopital provincial,snel,0.0
2023-02-14,cclk,nuru,0.0
2023-02-14,ch cbca bethesda ndosho,virunga,12.6667
2023-02-14,ch matanda,enk,0.0
2023-02-14,cs murara,snel,0.0
2023-02-14,csr bakhita,nuru,0.0
2023-02-14,csr kiziba,nuru,0.0
2023-02-14,heal africa,snel,0.1667
2023-02-14,hgr beni,enk,0.0
2023-02-14,hgr katwa,enk,1.0
2023-02-14,hgr kitatumba,enk,8.75
2023-02-14,hgr lubero,virunga,0.0
2023-02-14,hgr panzi,snel,0.0
2023-02-14,hopital provincial,snel,0.0
2023-02-15,cclk,nuru,0.0
2023-02-15,ch cbca bethesda ndosho,virunga,5.1667
2023-02-15,ch matanda,enk,0.0
2023-02-15,cs murara,snel,2.3333
2023-02-15,csr bakhita,nuru,0.0
2023-02-15,csr kiziba,nuru,0.0
2023-02-15,heal africa,snel,0.25
2023-02-15,hgr beni,enk,0.0
2023-02-15,hgr katwa,enk,3.1667
2023-02-15,hgr kitatumba,enk,13.75
2023-02-15,hgr lubero,virunga,0.0
2023-02-15,hgr panzi,snel,0.0
2023-02-15,hopital provincial,snel,0.0
2023-02-16,cclk,nuru,0.1667
2023-02-16,ch cbca bethesda ndosho,virunga,10.5833
2023-02-16,ch matanda,enk,0.0
2023-02-16,cs murara,snel,0.3333
2023-02-16,csr bakhita,nuru,0.0
2023-02-16,csr kiziba,nuru,0.0
2023-02-16,heal africa,snel,0.0
2023-02-16,hgr beni,enk,0.0
2023-02-16,hgr katwa,enk,0.25
2023-02-16,hgr kitatumba,enk,9.0833
2023-02-16,hgr lubero,virunga,0.0
2023-02-16,hgr panzi,snel,0.0
2023-02-16,hopital provincial,snel,0.0
2023-02-16,ngangi 3,virunga,0.1667
2023-02-17,cclk,nuru,0.0
2023-02-17,ch cbca bethesda ndosho,virunga,13.0
2023-02-17,ch matanda,enk,0.0
2023-02-17,cs murara,snel,3.8333
2023-02-17,csr bakhita,nuru,0.0
2023-02-17,csr kiziba,nuru,0.0
2023-02-17,heal africa,snel,0.0
2023-02-17,hgr beni,enk,0.0
2023-02-17,hgr katwa,enk,2.6667
2023-02-17,hgr kitatumba,enk,7.6667
2023-02-17,hgr lubero,virunga,0.0
2023-02-17,hgr panzi,snel,0.0
