day,site_id,minigrid_name,SAIDI
2023-01-16,hgr lubero,virunga,0.0
2023-01-16,hopital provincial,snel,0.0
2023-01-17,cclk,nuru,0.0
2023-01-17,ch matanda,enk,0.401111
2023-01-17,csr bakhita,nuru,0.0
2023-01-17,csr kiziba,nuru,0.0
2023-01-17,hgr katwa,enk,0.030833
2023-01-17,hgr lubero,virunga,0.0
2023-01-18,csr bakhita,nuru,0.0
2023-01-18,heal africa,snel,0.094444
2023-01-18,hgr kitatumba,enk,0.157766
2023-01-18,hgr panzi,snel,0.0
2023-01-19,heal africa,snel,0.186944
2023-01-19,hgr lubero,virunga,0.0
2023-01-19,ngangi 3,virunga,20.044444
2023-01-20,hgr beni,enk,0.044167
2023-01-20,hgr katwa,enk,0.031389
2023-01-20,hgr kitatumba,enk,0.235694
2023-01-20,hopital provincial,snel,0.004722
2023-01-20,ngangi 3,virunga,19.26375
2023-01-21,cclk,nuru,0.0
2023-01-21,ch cbca bethesda ndosho,virunga,0.0
2023-01-21,ch matanda,enk,0.471389
2023-01-21,heal africa,snel,0.002917
2023-01-21,hgr beni,enk,0.028056
2023-01-21,hgr katwa,enk,0.109167
2023-01-21,hopital provincial,snel,0.005833
2023-01-22,ch matanda,enk,0.222778
2023-01-22,heal africa,snel,0.0
2023-01-22,hgr beni,enk,0.125556
2023-01-22,hgr katwa,enk,0.050278
2023-01-22,hgr kitatumba,enk,0.087778
2023-01-22,hgr lubero,virunga,1.626111
2023-01-22,hgr panzi,snel,0.0
2023-01-23,hgr katwa,enk,0.185833
2023-01-23,hgr kitatumba,enk,0.179861
2023-01-23,hopital provincial,snel,0.0
2023-01-24,ch cbca bethesda ndosho,virunga,0.0
2023-01-24,csr bakhita,nuru,0.0
2023-01-24,csr kiziba,nuru,0.0
2023-01-24,hgr beni,enk,0.235833
2023-01-25,ch cbca bethesda ndosho,virunga,0.0
2023-01-25,heal africa,snel,0.135833
2023-01-25,hgr katwa,enk,0.138333
2023-01-25,hgr kitatumba,enk,0.42875
2023-01-25,hgr lubero,virunga,0.0
2023-01-25,hopital provincial,snel,0.0
2023-01-25,ngangi 3,virunga,6.655972
2023-01-26,hgr kitatumba,enk,0.0
2023-01-26,hgr panzi,snel,0.016944
2023-01-27,ch cbca bethesda ndosho,virunga,0.032917
2023-01-28,cs murara,snel,0.0
2023-01-29,csr bakhita,nuru,0.0
2023-01-29,csr kiziba,nuru,0.0
2023-01-30,cclk,nuru,0.0
2023-01-30,heal africa,snel,0.107222
2023-01-30,hgr katwa,enk,0.039444
2023-01-30,hgr kitatumba,enk,0.089444
2023-01-30,hopital provincial,snel,0.004583
2023-01-31,ch matanda,enk,0.535
2023-01-31,hgr katwa,enk,0.63
2023-01-31,hopital provincial,snel,0.0
2023-01-31,ngangi 3,virunga,10.680972
2023-02-01,cclk,nuru,16.516528
2023-02-01,heal africa,snel,0.145833
2023-02-01,hgr panzi,snel,0.010833
2023-02-02,cs murara,snel,0.0
2023-02-02,csr kiziba,nuru,0.0
2023-02-02,hgr beni,enk,0.092778
2023-02-02,hgr katwa,enk,0.078889
2023-02-02,hgr lubero,virunga,0.0
2023-02-02,hopital provincial,snel,0.005278
2023-02-02,ngangi 3,virunga,0.76
2023-02-03,heal africa,snel,0.074167
2023-02-03,hgr katwa,enk,0.286111
2023-02-03,hgr lubero,virunga,0.6075
2023-02-04,ch cbca bethesda ndosho,virunga,0.0
2023-02-04,ch matanda,enk,1.956667
2023-02-04,cs murara,snel,0.0
2023-02-04,csr kiziba,nuru,0.0
2023-02-04,hopital provincial,snel,0.004722
2023-02-05,cclk,nuru,0.0
2023-02-05,ch matanda,enk,0.735417
2023-02-05,hgr beni,enk,0.092778
2023-02-05,hgr lubero,virunga,0.0
2023-02-05,ngangi 3,virunga,0.810534
2023-02-06,cclk,nuru,0.0
2023-02-06,ch cbca bethesda ndosho,virunga,0.0
2023-02-06,hgr beni,enk,0.06873
2023-02-06,hgr katwa,enk,1.342778
2023-02-06,hgr panzi,snel,0.0
2023-02-06,ngangi 3,virunga,0.0
2023-02-07,cs murara,snel,0.0
2023-02-07,hgr katwa,enk,0.416111
2023-02-07,hgr kitatumba,enk,0.243889
2023-02-08,cs murara,snel,0.085278
2023-02-08,csr kiziba,nuru,0.0
2023-02-08,heal africa,snel,0.059306
2023-02-08,hgr kitatumba,enk,0.262222
2023-02-08,hopital provincial,snel,0.0
2023-02-09,csr kiziba,nuru,0.0
2023-02-09,hgr kitatumba,enk,0.107222
2023-02-09,hgr lubero,virunga,0.151667
2023-02-09,ngangi 3,virunga,0.0
2023-02-10,ch matanda,enk,0.256528
2023-02-10,csr kiziba,nuru,0.0
2023-02-10,hgr lubero,virunga,0.0
2023-02-10,hopital provincial,snel,0.0
2023-02-10,ngangi 3,virunga,0.0
2023-02-11,hgr lubero,virunga,0.0
2023-02-11,hgr panzi,snel,0.0
2023-02-12,cs murara,snel,0.0
2023-02-12,hgr kitatumba,enk,0.358889
2023-02-12,hgr lubero,virunga,0.0
2023-02-12,hopital provincial,snel,0.0
2023-02-12,ngangi 3,virunga,24.0
2023-02-13,cs murara,snel,0.282778
2023-02-13,hgr katwa,enk,0.632222
2023-02-13,hgr panzi,snel,0.012222
2023-02-14,csr bakhita,nuru,0.0
2023-02-14,hgr beni,enk,0.064167
2023-02-15,heal africa,snel,0.095
2023-02-16,cclk,nuru,6.778056
2023-02-16,ch cbca bethesda ndosho,virunga,0.279167
2023-02-16,ch matanda,enk,1.200556
2023-02-16,cs murara,snel,1.3775
2023-02-16,csr bakhita,nuru,0.0
2023-02-16,csr kiziba,nuru,0.0
2023-02-16,hgr katwa,enk,0.094444
2023-02-16,hgr kitatumba,enk,0.488056
2023-02-16,hgr lubero,virunga,0.0
2023-02-17,cclk,nuru,0.0
2023-02-17,ch cbca bethesda ndosho,virunga,0.0
2023-02-17,ch matanda,enk,0.0
2023-02-17,hgr lubero,virunga,0.0
2023-02-17,hgr panzi,snel,0.253889
2023-02-17,ngangi 3,virunga,0.0
2023-02-18,cclk,nuru,0.0
2023-02-18,ch matanda,enk,0.03375
2023-02-19,ch cbca bethesda ndosho,virunga,0.0
2023-02-19,csr bakhita,nuru,0.0
2023-02-19,hgr kitatumba,enk,0.0
2023-02-19,ngangi 3,virunga,0.0
2023-02-20,hgr katwa,enk,0.0
2023-02-20,hgr lubero,virunga,0.0
2023-02-20,hgr panzi,snel,0.007222
2023-02-21,cclk,nuru,0.0
2023-02-21,hgr beni,enk,0.022778
2023-02-21,hgr katwa,enk,0.0
2023-02-21,hopital provincial,snel,0.0
2023-02-22,cclk,nuru,0.0
2023-02-22,ch cbca bethesda ndosho,virunga,0.0
2023-02-22,ch matanda,enk,0.412222
2023-02-22,csr kiziba,nuru,0.579167
2023-02-22,hgr katwa,enk,0.0525
2023-02-22,ngangi 3,virunga,9.104722
2023-02-23,cs murara,snel,0.010833
2023-02-23,csr kiziba,nuru,1.935278
2023-02-23,heal africa,snel,0.057778
2023-02-23,hgr beni,enk,0.16
2023-02-23,hgr lubero,virunga,0.0
2023-02-23,hopital provincial,snel,0.009306
2023-02-23,ngangi 3,virunga,24.0
2023-02-24,csr bakhita,nuru,0.0
2023-02-24,hgr panzi,snel,0.005833
2023-02-24,hopital provincial,snel,0.0
2023-02-25,cs murara,snel,0.0
2023-02-25,csr kiziba,nuru,1.252222
2023-02-25,hgr panzi,snel,0.011111
2023-02-25,hopital provincial,snel,0.0
2023-02-26,cclk,nuru,16.080833
2023-02-26,csr kiziba,nuru,0.774444
2023-02-26,hgr beni,enk,0.0
2023-02-26,hgr lubero,virunga,0.0
2023-02-26,ngangi 3,virunga,0.0
2023-02-27,cs murara,snel,0.0
2023-02-27,hgr lubero,virunga,0.0
2023-02-28,csr bakhita,nuru,0.0
2023-02-28,csr kiziba,nuru,0.354346
2023-02-28,hgr katwa,enk,0.048611
2023-02-28,hgr kitatumba,enk,0.268611
2023-03-01,ch cbca bethesda ndosho,virunga,0.412778
2023-03-01,ch matanda,enk,0.145833
2023-03-01,hgr kitatumba,enk,0.078056
2023-03-01,hgr panzi,snel,0.0
2023-03-02,cclk,nuru,24.0
2023-03-02,hgr katwa,enk,0.0
2023-03-02,hgr lubero,virunga,0.136111
2023-03-03,cclk,nuru,24.0
2023-03-03,ch matanda,enk,5.1575
2023-03-03,cs murara,snel,0.0
2023-03-03,ngangi 3,virunga,9.955972
2023-03-04,csr bakhita,nuru,0.0
2023-03-04,hgr beni,enk,0.291944
2023-03-04,hgr kitatumba,enk,0.222917
2023-03-04,hopital provincial,snel,0.0
2023-03-05,cs murara,snel,2.685278
2023-03-05,hgr beni,enk,0.021944
2023-03-05,hgr katwa,enk,0.0
2023-03-05,hgr kitatumba,enk,0.0
2023-03-05,hgr lubero,virunga,0.0
2023-03-05,ngangi 3,virunga,24.0
2023-03-06,cclk,nuru,0.0
2023-03-06,csr bakhita,nuru,0.0
2023-03-06,csr kiziba,nuru,0.175556
2023-03-06,heal africa,snel,0.0
2023-03-06,hgr katwa,enk,0.0
2023-03-06,hgr panzi,snel,0.0
2023-03-07,cclk,nuru,0.0
2023-03-07,ch cbca bethesda ndosho,virunga,0.220833
2023-03-07,cs murara,snel,11.295268
2023-03-07,csr bakhita,nuru,0.0
2023-03-07,hgr katwa,enk,0.046944
2023-03-07,hgr kitatumba,enk,0.0
2023-03-08,csr kiziba,nuru,0.0
2023-03-08,hgr beni,enk,0.059167
2023-03-08,ngangi 3,virunga,1.113056
2023-03-09,cclk,nuru,0.0
2023-03-09,ch cbca bethesda ndosho,virunga,0.0
2023-03-09,ch matanda,enk,0.258056
2023-03-09,heal africa,snel,0.0
2023-03-09,hgr katwa,enk,0.0
2023-03-09,hgr panzi,snel,0.0
2023-03-10,heal africa,snel,0.0
2023-03-10,hgr katwa,enk,0.095556
2023-03-10,hgr panzi,snel,0.0
2023-03-11,ch cbca bethesda ndosho,virunga,0.131111
2023-03-11,hgr katwa,enk,0.039722
2023-03-11,hgr panzi,snel,0.025296
2023-03-11,ngangi 3,virunga,10.935556
2023-03-12,cclk,nuru,0.0
2023-03-12,csr kiziba,nuru,0.0
2023-03-12,hgr kitatumba,enk,0.0
2023-03-12,hgr lubero,virunga,0.711111
2023-03-12,hgr panzi,snel,0.006111
2023-03-12,hopital provincial,snel,0.0
2023-03-13,cclk,nuru,0.0
2023-03-13,ch cbca bethesda ndosho,virunga,0.038056
2023-03-13,hgr kitatumba,enk,0.166916
2023-03-13,ngangi 3,virunga,10.315833
2023-03-14,cclk,nuru,0.0
2023-03-14,csr bakhita,nuru,0.0
2023-03-14,hgr katwa,enk,0.031389
2023-03-15,ch cbca bethesda ndosho,virunga,0.0
2023-03-15,ch matanda,enk,0.0
2023-03-15,cs murara,snel,5.585139
2023-03-15,hgr lubero,virunga,0.0
2023-03-15,hopital provincial,snel,0.254167
2023-03-16,cclk,nuru,0.0
2023-03-16,hgr lubero,virunga,0.0
2023-03-16,ngangi 3,virunga,0.0
2023-03-17,ch cbca bethesda ndosho,virunga,0.0
2023-03-17,hgr katwa,enk,0.0
2023-03-17,hgr lubero,virunga,0.0
2023-03-17,hgr panzi,snel,0.008333
2023-03-18,cclk,nuru,0.0
2023-03-18,ch cbca bethesda ndosho,virunga,0.0
2023-03-18,hgr kitatumba,enk,0.0
2023-03-18,hgr panzi,snel,0.009444
2023-03-18,hopital provincial,snel,0.0
2023-03-19,cclk,nuru,0.0
2023-03-19,hgr katwa,enk,0.1675
2023-03-19,hgr kitatumba,enk,0.002222
2023-03-19,hopital provincial,snel,0.019444
2023-03-19,ngangi 3,virunga,0.0
2023-03-20,heal africa,snel,0.045
2023-03-20,hgr kitatumba,enk,0.120278
2023-03-20,ngangi 3,virunga,0.0
2023-03-21,ch matanda,enk,0.0
2023-03-21,cs murara,snel,0.0
2023-03-21,hgr katwa,enk,0.0
2023-03-21,ngangi 3,virunga,0.0
2023-03-22,ch matanda,enk,0.0
2023-03-23,ch cbca bethesda ndosho,virunga,0.0
2023-03-23,heal africa,snel,0.065278
2023-03-23,hgr beni,enk,0.0
2023-03-23,hgr kitatumba,enk,0.213611
2023-03-23,hgr lubero,virunga,0.0
2023-03-23,hgr panzi,snel,0.006667
2023-03-23,hopital provincial,snel,0.024722
2023-03-24,ch cbca bethesda ndosho,virunga,0.0
2023-03-24,cs murara,snel,0.322222
2023-03-24,csr kiziba,nuru,0.0
2023-03-24,hgr lubero,virunga,0.0
2023-03-25,cs murara,snel,3.596944
2023-03-25,heal africa,snel,0.0
2023-03-25,hgr katwa,enk,0.037696
2023-03-25,hgr kitatumba,enk,0.503889
2023-03-26,cclk,nuru,0.0
2023-03-26,cs murara,snel,11.585278
2023-03-26,csr bakhita,nuru,0.0
2023-03-26,csr kiziba,nuru,4.521667
2023-03-26,hopital provincial,snel,0.063194
2023-03-27,ch cbca bethesda ndosho,virunga,0.0
2023-03-27,hopital provincial,snel,0.036389
2023-03-27,ngangi 3,virunga,11.254228
2023-03-28,heal africa,snel,0.0
2023-03-28,hgr katwa,enk,0.329444
2023-03-29,ch matanda,enk,0.961389
2023-03-29,csr bakhita,nuru,0.0
2023-03-29,hgr kitatumba,enk,0.0
2023-03-29,ngangi 3,virunga,10.156009
2023-03-30,cclk,nuru,0.0
2023-03-30,cs murara,snel,0.0
2023-03-30,hgr beni,enk,0.0
2023-03-30,hgr katwa,enk,0.0
2023-03-30,ngangi 3,virunga,18.898333
2023-03-31,hgr kitatumba,enk,0.0
2023-03-31,hgr lubero,virunga,0.363056
2023-04-01,cs murara,snel,0.0
2023-04-01,csr bakhita,nuru,0.0
2023-04-01,hgr beni,enk,0.0
2023-04-01,ngangi 3,virunga,9.916667
2023-04-02,cs murara,snel,0.0
2023-04-02,hopital provincial,snel,0.0
2023-04-03,heal africa,snel,0.0
2023-04-03,hgr katwa,enk,0.0
2023-04-03,hopital provincial,snel,0.0
2023-04-04,ch matanda,enk,0.256944
2023-04-04,cs murara,snel,0.413611
2023-04-04,heal africa,snel,0.087222
2023-04-04,hgr beni,enk,0.014722
2023-04-04,hgr katwa,enk,0.135556
2023-04-04,hgr kirotshe,snel,0.0
2023-04-04,hgr panzi,snel,0.008889
2023-04-05,cclk,nuru,0.0
2023-04-05,cs murara,snel,0.014722
2023-04-05,heal africa,snel,0.1
2023-04-05,hgr kitatumba,enk,0.0
2023-04-05,hgr lubero,virunga,0.399167
2023-04-06,hgr beni,enk,0.0
2023-04-06,hgr kitatumba,enk,0.0
2023-04-06,hgr lubero,virunga,0.0
2023-04-06,hgr panzi,snel,0.028611
2023-04-07,ch matanda,enk,0.1375
2023-04-07,heal africa,snel,0.066667
2023-04-07,hgr beni,enk,0.0
2023-04-07,ngangi 3,virunga,18.215139
2023-04-08,hgr beni,enk,0.0
2023-04-08,hgr katwa,enk,0.0
2023-04-08,hgr kirotshe,snel,0.0
2023-04-08,hgr panzi,snel,0.020278
2023-04-08,hopital provincial,snel,0.004583
2023-04-08,ngangi 3,virunga,19.284861
2023-04-09,ch matanda,enk,3.506111
2023-04-09,hgr katwa,enk,0.430278
2023-04-09,ngangi 3,virunga,17.145694
2023-04-10,csr kiziba,nuru,0.908056
2023-04-10,hgr panzi,snel,0.0
2023-04-11,ch cbca bethesda ndosho,virunga,0.150556
2023-04-11,csr bakhita,nuru,0.0
2023-04-11,csr kiziba,nuru,1.616667
2023-04-11,hgr kirotshe,snel,0.0
2023-04-11,hgr panzi,snel,0.022817
2023-04-12,ch cbca bethesda ndosho,virunga,0.0
2023-04-12,ch matanda,enk,0.0
2023-04-12,csr kiziba,nuru,2.004722
2023-04-12,hgr lubero,virunga,0.0
2023-04-12,hgr panzi,snel,0.008889
2023-04-12,hopital provincial,snel,0.0
2023-04-12,ngangi 3,virunga,9.780011
2023-04-13,hgr lubero,virunga,0.0
2023-04-13,hopital provincial,snel,0.0
2023-04-14,cclk,nuru,0.0
2023-04-14,ch matanda,enk,0.0
2023-04-14,cs murara,snel,0.0
2023-04-14,heal africa,snel,0.0
2023-04-14,hgr lubero,virunga,0.0
2023-04-14,hopital provincial,snel,0.0
2023-04-15,ch matanda,enk,0.826667
2023-04-15,hopital provincial,snel,0.0
2023-04-16,ch cbca bethesda ndosho,virunga,0.094444
2023-04-16,cs murara,snel,20.472222
2023-04-16,hgr beni,enk,0.0
2023-04-16,hgr kirotshe,snel,0.0
2023-04-16,hgr lubero,virunga,0.389444
2023-04-17,csr bakhita,nuru,0.0
2023-04-17,hgr beni,enk,0.0
2023-04-17,hgr katwa,enk,0.0
2023-04-17,hgr lubero,virunga,0.0
2023-04-17,ngangi 3,virunga,11.385139
2023-04-18,hgr beni,enk,0.0
2023-04-18,hgr lubero,virunga,0.0
2023-04-18,hgr panzi,snel,0.127222
2023-04-18,ngangi 3,virunga,0.0
2023-04-19,cs murara,snel,0.0
2023-04-19,csr kiziba,nuru,0.041111
2023-04-19,hopital provincial,snel,0.031944
2023-04-20,cclk,nuru,0.0
2023-04-20,hgr katwa,enk,0.0
2023-04-20,hgr kitatumba,enk,0.0
2023-04-20,hgr panzi,snel,0.0
2023-04-21,ch cbca bethesda ndosho,virunga,0.0
2023-04-21,ch matanda,enk,0.182222
2023-04-21,csr kiziba,nuru,1.410286
2023-04-21,hgr katwa,enk,0.308889
2023-04-21,hgr kitatumba,enk,0.0
2023-04-21,hgr panzi,snel,0.0
2023-04-21,hopital provincial,snel,0.0
2023-04-22,heal africa,snel,0.203056
2023-04-22,hgr beni,enk,0.0
2023-04-22,hgr kirotshe,snel,0.0
2023-04-22,hgr kitatumba,enk,0.102778
2023-04-23,csr bakhita,nuru,0.0
2023-04-23,hgr beni,enk,0.0
2023-04-23,hgr katwa,enk,0.0
2023-04-23,hgr lubero,virunga,0.0
2023-04-23,hgr panzi,snel,0.0
2023-04-24,cclk,nuru,0.0
2023-04-24,csr kiziba,nuru,1.412619
2023-04-24,hgr katwa,enk,0.0
2023-04-24,hgr kitatumba,enk,0.0
2023-04-24,hgr lubero,virunga,0.0
2023-04-25,ch cbca bethesda ndosho,virunga,0.0
2023-04-25,ch matanda,enk,0.0
2023-04-25,cs murara,snel,0.024542
2023-04-25,heal africa,snel,0.097778
2023-04-25,hgr beni,enk,0.0
2023-04-25,hgr lubero,virunga,0.0
2023-04-25,hopital provincial,snel,0.0
2023-04-26,ch cbca bethesda ndosho,virunga,0.150833
2023-04-26,ch matanda,enk,2.36
2023-04-26,csr kiziba,nuru,0.0
2023-04-27,ch matanda,enk,0.468056
2023-04-27,cs murara,snel,0.218056
2023-04-27,hgr beni,enk,0.0
2023-04-27,hgr kirotshe,snel,0.0
2023-04-27,hopital provincial,snel,0.0
2023-04-27,ngangi 3,virunga,11.187917
2023-04-28,cclk,nuru,0.0
2023-04-28,cs murara,snel,0.03125
2023-04-28,heal africa,snel,0.166944
2023-04-28,hgr beni,enk,0.0
2023-04-29,cclk,nuru,0.0
2023-04-29,csr bakhita,nuru,0.0
2023-04-29,csr kiziba,nuru,0.0
2023-04-29,hgr katwa,enk,0.071944
2023-04-30,hgr kirotshe,snel,0.0
2023-04-30,hopital provincial,snel,0.004583
2023-05-01,ch matanda,enk,0.810972
2023-05-01,hgr beni,enk,0.0
2023-05-01,hopital provincial,snel,0.0
2023-05-01,ngangi 3,virunga,22.553624
2023-05-02,ch cbca bethesda ndosho,virunga,0.0
2023-05-02,cs murara,snel,0.0
2023-05-02,hgr kitatumba,enk,0.0
2023-05-02,hgr lubero,virunga,0.0
2023-05-03,ch matanda,enk,0.0
2023-05-03,cs murara,snel,0.0
2023-05-03,csr bakhita,nuru,0.0
2023-05-03,hgr panzi,snel,0.0
2023-05-03,ngangi 3,virunga,0.0
2023-05-04,ch matanda,enk,0.43125
2023-05-04,ngangi 3,virunga,0.0
2023-05-05,hgr katwa,enk,0.0
2023-05-05,hgr kirotshe,snel,0.0
2023-05-05,hgr lubero,virunga,0.0
2023-05-05,hgr panzi,snel,0.0
2023-05-05,ngangi 3,virunga,0.0
2023-05-06,csr bakhita,nuru,0.0
2023-05-06,csr kiziba,nuru,0.0
2023-05-06,heal africa,snel,0.042222
2023-05-06,hgr kirotshe,snel,0.0
2023-05-06,hgr kitatumba,enk,0.0
2023-05-07,ch cbca bethesda ndosho,virunga,0.0
2023-05-07,csr bakhita,nuru,0.0
2023-05-07,hgr katwa,enk,0.0
2023-05-07,hgr kirotshe,snel,0.0
2023-05-07,ngangi 3,virunga,0.0
2023-05-08,cclk,nuru,0.0
2023-05-08,ch cbca bethesda ndosho,virunga,0.0
2023-05-08,ch matanda,enk,0.0
2023-05-08,cs murara,snel,0.0
2023-05-08,hgr katwa,enk,0.0
2023-05-08,hgr kitatumba,enk,0.0
2023-05-08,ngangi 3,virunga,0.0
2023-05-09,cclk,nuru,0.0
2023-05-09,ch matanda,enk,0.225556
2023-05-09,hgr kirotshe,snel,0.0
2023-05-09,hgr lubero,virunga,0.0
2023-05-09,hopital provincial,snel,0.0
2023-05-09,ngangi 3,virunga,0.0
2023-05-10,cclk,nuru,0.0
2023-05-10,cs murara,snel,0.0
2023-05-10,heal africa,snel,0.0
2023-05-10,hgr kirotshe,snel,0.0
2023-05-10,hgr panzi,snel,0.0
2023-05-11,cs murara,snel,0.09996
2023-05-11,heal africa,snel,0.108333
2023-05-12,heal africa,snel,0.0
2023-05-12,hgr kitatumba,enk,0.0
2023-05-12,hgr lubero,virunga,0.0
2023-05-12,ngangi 3,virunga,0.0
2023-05-13,cclk,nuru,0.0
2023-05-13,ch matanda,enk,2.73875
2023-05-13,hgr kitatumba,enk,0.0
2023-05-13,hopital provincial,snel,0.0
2023-05-14,ch cbca bethesda ndosho,virunga,0.0
2023-05-14,csr bakhita,nuru,0.0
2023-05-14,hgr kirotshe,snel,0.0
2023-05-14,hgr kitatumba,enk,0.633611
2023-05-14,hgr lubero,virunga,0.0
2023-05-14,hgr panzi,snel,0.0
2023-05-15,ch cbca bethesda ndosho,virunga,0.0
2023-05-15,cs murara,snel,0.0
2023-05-15,csr bakhita,nuru,0.0
2023-05-15,hgr katwa,enk,0.0
2023-05-16,cclk,nuru,0.0
2023-05-16,hgr katwa,enk,0.17865
2023-05-16,hgr lubero,virunga,0.0
2023-05-16,hgr panzi,snel,0.0
2023-05-16,hopital provincial,snel,0.0
2023-05-16,ngangi 3,virunga,0.0
2023-05-17,cclk,nuru,0.0
2023-05-17,cs murara,snel,0.119861
2023-05-17,hgr katwa,enk,0.0
2023-05-18,cclk,nuru,0.0
2023-05-18,csr kiziba,nuru,0.0
2023-05-18,hgr beni,enk,0.0
2023-05-18,hgr lubero,virunga,0.0
2023-05-18,hgr panzi,snel,0.0
2023-05-19,ch matanda,enk,1.924028
2023-05-19,csr bakhita,nuru,0.0
2023-05-19,heal africa,snel,0.0
2023-05-19,hgr beni,enk,0.0
2023-05-19,hgr katwa,enk,0.400833
2023-05-19,hgr lubero,virunga,0.0
2023-05-19,ngangi 3,virunga,0.0
2023-05-20,heal africa,snel,0.0
2023-05-20,hgr kirotshe,snel,0.0
2023-05-20,hgr kitatumba,enk,0.0
2023-05-20,hgr lubero,virunga,0.0
2023-05-20,hgr panzi,snel,0.0
2023-05-21,cs murara,snel,0.0
2023-05-21,csr bakhita,nuru,0.0
2023-05-21,hgr beni,enk,0.0
2023-05-21,hgr kitatumba,enk,0.0
2023-05-21,hopital provincial,snel,0.0
2023-05-21,ngangi 3,virunga,0.0
2023-05-22,cclk,nuru,0.0
2023-05-22,cs murara,snel,0.036861
2023-05-22,csr kiziba,nuru,0.0
2023-05-22,hgr beni,enk,0.0
2023-05-22,hgr katwa,enk,0.044444
2023-05-22,hgr lubero,virunga,0.0
2023-05-22,ngangi 3,virunga,0.0
2023-05-23,cclk,nuru,0.0
2023-05-23,cs murara,snel,0.0
2023-05-24,cclk,nuru,0.0
2023-05-24,ch cbca bethesda ndosho,virunga,0.0
2023-05-24,ch matanda,enk,0.911667
2023-05-24,hgr beni,enk,0.0
2023-05-24,hgr kirotshe,snel,0.0
2023-05-24,hgr lubero,virunga,0.13
2023-05-25,hgr beni,enk,0.0
2023-05-25,hgr katwa,enk,0.171389
2023-05-25,hgr kitatumba,enk,0.0
2023-05-26,ch cbca bethesda ndosho,virunga,0.0
2023-05-26,csr bakhita,nuru,0.0
2023-05-26,csr kiziba,nuru,0.0
2023-05-26,heal africa,snel,0.0
2023-05-26,hgr panzi,snel,0.0
2023-05-26,hopital provincial,snel,0.0
2023-05-27,ch cbca bethesda ndosho,virunga,0.071111
2023-05-27,csr bakhita,nuru,0.0
2023-05-27,heal africa,snel,0.0
2023-05-27,ngangi 3,virunga,9.146389
2023-05-28,ch cbca bethesda ndosho,virunga,0.0
2023-05-28,hgr beni,enk,0.0
2023-05-28,hgr lubero,virunga,0.0
2023-05-28,hopital provincial,snel,0.0
2023-05-29,hgr beni,enk,0.0
2023-05-29,hgr katwa,enk,0.0
2023-05-29,hgr kirotshe,snel,0.0
2023-05-29,hopital provincial,snel,0.0
2023-05-30,csr bakhita,nuru,0.0
2023-05-30,csr kiziba,nuru,0.0
2023-05-30,hgr katwa,enk,0.0
2023-05-31,hgr katwa,enk,0.0
2023-05-31,hgr kirotshe,snel,0.0
2023-05-31,hgr kitatumba,enk,0.0
2023-06-01,ch cbca bethesda ndosho,virunga,0.0
2023-06-01,ch matanda,enk,0.366667
2023-06-01,hgr katwa,enk,0.0
2023-06-01,hgr lubero,virunga,0.0
2023-06-01,hopital provincial,snel,0.0
2023-06-02,csr bakhita,nuru,0.0
2023-06-02,hgr katwa,enk,0.0
